PassengerId,Cabin,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,TotalExpenditure,CryoSleep,VIP,Cabin_class_A,Cabin_class_B,Cabin_class_C,Cabin_class_D,Cabin_class_E,Cabin_class_F,Cabin_class_G,Cabin_class_T,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e
3783_01,F/780/P,51.0,183.0,0.0,1.0,0.0,1103.0,Hilly Wolffy,False,1287.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
3785_01,G/619/P,22.0,0.0,0.0,0.0,0.0,0.0,Viviay Hanner,False,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3786_02,D/121/S,42.0,913.0,4.0,1.0,1465.0,0.0,Quan Birt,False,2383.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
3787_01,F/716/S,55.0,0.0,0.0,0.0,0.0,0.0,Sugard Prie,True,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3787_02,F/716/S,7.0,0.0,0.0,0.0,0.0,0.0,Smals Prie,True,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3787_03,D/122/S,27.0,132.0,75.0,849.0,0.0,0.0,Guls Prie,True,1056.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
3788_01,D/127/P,25.0,519.0,0.0,284.0,0.0,0.0,Pikes Sesa,False,803.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
3789_01,G/620/S,15.0,0.0,0.0,0.0,0.0,0.0,Juane Popelazquez,True,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3793_01,G/622/S,23.0,0.0,0.0,0.0,0.0,0.0,Troyra Moodsey,True,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3795_01,C/136/S,27.0,0.0,0.0,0.0,0.0,0.0,Muonus Clinarfork,True,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
3796_01,B/121/P,33.0,90.0,26830.0,0.0,27.0,703.0,Dhena Semageary,True,27650.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
3797_01,B/122/P,26.0,0.0,0.0,0.0,0.0,0.0,Kleeiak Couseced,False,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
3798_01,E/253/S,67.0,0.0,0.0,0.0,0.0,0.0,Castra Exibuctich,True,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
3801_01,G/622/P,27.0,0.0,0.0,0.0,36.0,437.0,Mayne Leblanchez,False,473.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3803_01,F/782/P,33.0,25.0,0.0,1376.0,604.0,0.0,Sts Welte,False,2005.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3804_01,F/783/P,18.0,0.0,17.0,0.0,0.0,784.0,Vivia Harry,False,801.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
3807_01,G/623/S,18.0,0.0,0.0,0.0,0.0,0.0,Benew Barnolaney,True,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3810_01,G/624/S,51.0,406.0,0.0,53.0,0.0,350.0,Tera Trankliney,False,809.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3811_01,F/786/P,54.0,0.0,0.0,0.0,0.0,0.0,Fisps Frasp,True,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3811_02,D/128/P,33.0,3361.0,0.0,13.0,15.0,0.0,Sters Frasp,False,3389.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
3814_01,D/129/P,57.0,0.0,0.0,0.0,0.0,0.0,Etair Calazy,True,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
3815_01,F/787/P,23.0,0.0,0.0,0.0,724.0,80.0,Tarah Patteraley,False,804.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
3816_01,E/225/P,24.0,58.0,0.0,4.0,789.0,54.0,Scotte Carterson,False,905.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
3820_01,F/790/P,21.0,0.0,0.0,0.0,0.0,0.0,Unchal Ecre,True,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3822_01,F/718/S,41.0,0.0,122.0,0.0,104.0,486.0,Lyny Mcinton,False,712.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3823_01,F/719/S,27.0,1192.0,0.0,0.0,0.0,0.0,Crisp Spore,True,1192.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3826_01,G/626/S,18.0,0.0,0.0,0.0,1565.0,224.0,Fanna Navages,False,1789.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3830_01,G/627/S,34.0,71.0,0.0,242.0,393.0,0.0,Racey Powery,False,706.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3831_01,D/123/S,73.0,799.0,0.0,190.0,68.0,0.0,Pikes Nan,False,1057.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
3832_01,G/627/P,40.0,1387.0,614.0,1564.0,5.0,0.0,Bonyam Litthews,False,3570.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3835_01,E/255/S,63.0,1.0,897.0,0.0,0.0,8.0,Berna Tersony,False,906.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3838_01,E/227/P,21.0,28.0,580.0,0.0,0.0,236.0,Billya Estiagosen,True,844.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
3839_01,E/228/P,23.0,418.0,4.0,627.0,0.0,0.0,Puffes Kine,False,1049.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3841_01,F/793/P,31.0,1049.0,31.0,227.0,2.0,0.0,Goldch Kashe,False,1309.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3842_01,F/794/P,41.0,312.0,89.0,44.0,0.0,252.0,Lynnee Vinston,False,697.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
3846_01,G/630/P,15.0,0.0,0.0,0.0,0.0,0.0,Tracia Hahnstonsen,True,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3847_01,C/126/P,36.0,90.0,2050.0,0.0,15.0,1244.0,Gatrino Reshory,False,3399.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3848_01,F/795/P,24.0,4.0,314.0,0.0,0.0,428.0,Warry Jacostaney,False,746.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
3849_01,G/631/P,27.0,0.0,253.0,0.0,79.0,421.0,Timmy Santry,False,753.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3850_01,C/137/S,24.0,38.0,257.0,0.0,54.0,4184.0,Keidhma Unteckery,False,4533.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
3850_02,C/137/S,19.0,0.0,0.0,0.0,0.0,0.0,Astula Unteckery,True,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
3850_03,C/137/S,25.0,0.0,6130.0,0.0,36.0,1.0,Achib Unteckery,True,6167.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3850_04,C/137/S,39.0,0.0,0.0,0.0,0.0,0.0,Alchium Unteckery,True,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
3850_05,C/137/S,15.0,0.0,0.0,0.0,0.0,0.0,Thallah Unteckery,True,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3850_06,C/137/S,31.0,0.0,1565.0,0.0,97.0,1678.0,Sabiark Unteckery,True,3340.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3850_07,C/137/S,25.0,0.0,0.0,0.0,0.0,0.0,Azharga Chuble,True,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
3851_01,C/127/P,57.0,205.0,4415.0,0.0,1589.0,305.0,Alino Namsheary,False,6514.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3852_01,F/796/P,27.0,0.0,0.0,0.0,0.0,0.0,Tive Tepie,True,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3853_01,F/725/S,18.0,16.0,6.0,735.0,0.0,0.0,Jeane Herreras,True,757.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3854_01,G/632/P,33.0,0.0,0.0,0.0,0.0,0.0,Racey Carsoning,True,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3862_01,F/729/S,38.0,0.0,0.0,0.0,0.0,0.0,Rohs Paie,True,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
3862_02,E/256/S,21.0,2627.0,0.0,597.0,0.0,0.0,Blakes Ple,True,3224.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3862_04,D/124/S,13.0,974.0,0.0,1883.0,0.0,505.0,Herms Cako,False,3362.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
3862_05,F/729/S,54.0,149.0,981.0,215.0,0.0,0.0,Cherry Paie,True,1345.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3864_01,D/125/S,27.0,0.0,0.0,0.0,0.0,0.0,Ionium Dertering,True,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
3866_01,F/797/P,43.0,0.0,0.0,7.0,0.0,963.0,Lis Hendrys,False,970.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
3868_02,G/630/S,9.0,0.0,0.0,0.0,0.0,0.0,Thell Braymon,True,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3868_04,G/630/S,0.0,0.0,0.0,0.0,0.0,0.0,Harrie Braymon,True,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3868_05,F/731/S,16.0,0.0,0.0,623.0,40.0,209.0,Darry Braymon,True,872.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
3868_06,G/630/S,42.0,0.0,0.0,0.0,0.0,0.0,Line Braymon,True,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3868_07,G/630/S,9.0,0.0,0.0,0.0,0.0,0.0,Hene Braymon,False,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3870_01,B/148/S,22.0,0.0,0.0,0.0,0.0,0.0,Izarino Gemoserad,True,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
3871_01,B/149/S,47.0,0.0,0.0,0.0,0.0,0.0,Megrezn Flourbent,True,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
3872_01,F/799/P,30.0,0.0,0.0,0.0,0.0,0.0,Cupers Quart,True,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3873_01,F/800/P,29.0,2478.0,0.0,31.0,4.0,11.0,Violey Pearsalason,False,2524.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
3874_01,G/631/S,27.0,86.0,218.0,0.0,0.0,479.0,Clindy Lambleyoun,False,783.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3874_02,E/258/S,22.0,158.0,1556.0,1189.0,845.0,96.0,Frandy Lambleyoun,True,3844.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
3875_01,E/232/P,19.0,0.0,0.0,3.0,785.0,0.0,Teremy Garzaley,False,788.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
3879_01,F/801/P,31.0,796.0,0.0,70.0,595.0,0.0,Spies Nache,False,1461.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
3883_01,B/150/S,17.0,0.0,0.0,0.0,0.0,0.0,Mergas Unreezy,True,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
3883_02,B/150/S,38.0,0.0,3060.0,0.0,4.0,2325.0,Mesarga Unreezy,False,5389.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
3886_01,G/633/P,36.0,0.0,0.0,0.0,0.0,0.0,Nicey Moreman,True,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
3890_01,G/634/S,21.0,0.0,0.0,0.0,0.0,0.0,Dorie Weissey,True,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3894_01,F/735/S,18.0,0.0,525.0,0.0,0.0,84.0,Stald Vinozarks,True,609.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3895_01,E/233/P,36.0,0.0,0.0,0.0,0.0,0.0,Wolous Anpie,False,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3895_03,E/233/P,5.0,0.0,0.0,0.0,0.0,0.0,Cranch Anpie,True,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3897_01,G/635/P,25.0,0.0,0.0,0.0,0.0,0.0,Elson Peckers,False,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3898_01,G/636/S,14.0,0.0,0.0,0.0,0.0,0.0,Moniey Vinston,True,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3899_01,E/234/P,23.0,0.0,0.0,0.0,0.0,0.0,Kaffias Ingwhed,True,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
3903_01,G/636/P,2.0,0.0,0.0,0.0,0.0,0.0,Glendy Doughan,False,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3903_02,G/636/P,1.0,0.0,0.0,0.0,0.0,0.0,Anton Booness,False,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3903_04,G/636/P,6.0,0.0,0.0,0.0,0.0,0.0,Deanne Emenez,False,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
3903_05,F/804/P,56.0,967.0,0.0,0.0,3.0,0.0,Tricky Doughan,False,970.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
3903_06,G/636/P,4.0,0.0,0.0,0.0,0.0,0.0,Iandy Doughan,True,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3904_01,G/637/S,65.0,0.0,0.0,0.0,0.0,909.0,Joanie Charpelaney,False,909.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3907_01,G/639/S,36.0,0.0,0.0,0.0,0.0,0.0,Scotty Richan,True,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3909_01,C/141/S,25.0,0.0,0.0,0.0,0.0,0.0,Alcorix Scoudelle,True,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3911_01,F/736/S,41.0,6.0,1.0,11.0,1046.0,0.0,Billa Petermandez,False,1064.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
3911_02,E/260/S,20.0,9.0,0.0,1462.0,94.0,54.0,France Pentss,True,1619.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
3912_01,F/737/S,15.0,309.0,28.0,496.0,20.0,49.0,Carona Cartiz,True,902.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
3913_02,F/738/S,29.0,0.0,2.0,553.0,44.0,0.0,Ermank Waterson,False,599.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3915_01,G/641/S,33.0,0.0,0.0,0.0,0.0,0.0,Leondy Mayods,True,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3916_01,D/128/S,14.0,2.0,881.0,0.0,578.0,214.0,Cellus Ciplanke,False,1675.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
3916_02,D/128/S,55.0,0.0,0.0,0.0,0.0,0.0,Alhenah Ciplanke,True,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
3917_01,B/124/P,30.0,0.0,690.0,0.0,49.0,2264.0,Shabih Esseal,False,3003.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
3921_01,E/262/S,26.0,35.0,42.0,711.0,0.0,0.0,Felice Kramosley,True,788.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
3922_01,G/641/P,33.0,0.0,0.0,0.0,0.0,0.0,Melica Bardsey,True,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
3923_01,F/808/P,18.0,95.0,0.0,0.0,13.0,622.0,Jenne Cofferson,False,730.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
3923_02,G/642/P,9.0,0.0,0.0,0.0,0.0,0.0,Isaacy Cofferson,True,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3923_03,G/642/P,0.0,0.0,0.0,0.0,0.0,0.0,Kaye Cofferson,True,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3924_01,E/263/S,19.0,0.0,47.0,0.0,263.0,384.0,Nance Reenon,True,694.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
3927_01,C/142/S,38.0,55.0,1258.0,0.0,650.0,10786.0,Skyrmak Tionstious,False,12749.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
3927_02,C/142/S,42.0,0.0,1249.0,0.0,1313.0,1148.0,Alar Tionstious,True,3710.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
3928_02,E/264/S,37.0,0.0,0.0,0.0,0.0,0.0,Alrak Witeronfus,True,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
3930_01,F/740/S,29.0,0.0,0.0,0.0,1819.0,1.0,Dell Mcguirez,False,1820.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
3931_01,F/811/P,42.0,0.0,218.0,0.0,481.0,2.0,Denis Sandry,False,701.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
3932_01,E/265/S,18.0,659.0,0.0,2316.0,0.0,23.0,Cint Vlate,True,2998.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3932_02,D/129/S,34.0,2.0,0.0,805.0,29.0,0.0,Fal Vlate,True,836.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
3933_01,G/642/S,34.0,0.0,0.0,0.0,0.0,0.0,Gileen Coleyanglas,True,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3935_01,G/643/S,18.0,0.0,0.0,0.0,0.0,0.0,Walla Mccarveymon,False,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
3936_01,G/644/S,24.0,3537.0,0.0,0.0,0.0,0.0,Carley Sancasey,False,3537.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3937_01,F/742/S,24.0,45.0,588.0,5.0,7.0,0.0,Vanie Rossey,True,645.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
3938_02,F/743/S,2.0,0.0,0.0,0.0,0.0,0.0,Dies Flité,True,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3938_03,F/743/S,12.0,0.0,0.0,0.0,0.0,0.0,Gut Flité,True,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3939_01,E/237/P,37.0,772.0,0.0,840.0,1.0,5.0,Eriana Alberts,False,1618.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
3940_01,D/132/P,60.0,2739.0,0.0,0.0,0.0,0.0,Trisp Apie,False,2739.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
3941_01,G/643/P,55.0,0.0,0.0,0.0,0.0,0.0,Adanne Mejiaddox,False,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3942_01,G/645/S,20.0,0.0,0.0,0.0,0.0,0.0,Floyde Grahangory,False,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
3944_01,F/745/S,28.0,629.0,0.0,659.0,607.0,0.0,Crin Stike,False,1895.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3945_01,G/644/P,28.0,0.0,0.0,0.0,0.0,0.0,Ivanne Lambles,False,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3946_01,F/812/P,37.0,14.0,0.0,91.0,1203.0,0.0,Lles Parta,False,1308.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3948_01,F/814/P,18.0,325.0,0.0,477.0,50.0,5.0,Erick Castron,False,857.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
3949_01,E/238/P,14.0,781.0,0.0,1.0,4.0,1.0,Denis Burraymons,False,787.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
3950_01,C/143/S,29.0,3478.0,11153.0,15.0,203.0,15.0,Mirara Steary,True,14864.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3952_01,F/746/S,51.0,0.0,0.0,0.0,544.0,12.0,Earlie Rodricker,False,556.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
3954_01,G/647/S,45.0,0.0,0.0,0.0,0.0,0.0,Arlen Blacks,False,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3955_01,G/648/S,45.0,0.0,0.0,0.0,0.0,0.0,Morrie Gamberson,True,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3958_01,F/747/S,41.0,1144.0,12.0,14.0,22.0,0.0,Bun Sau,False,1192.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3959_01,G/646/P,21.0,0.0,80.0,255.0,0.0,5190.0,Leahy Sullones,False,5525.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3959_02,F/817/P,28.0,653.0,0.0,0.0,0.0,20.0,Elanie Sullones,False,673.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
3959_03,G/646/P,0.0,0.0,0.0,0.0,0.0,0.0,Maya Sullones,True,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3960_01,F/748/S,46.0,0.0,0.0,0.0,0.0,880.0,Shanie Herreras,False,880.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
3961_01,F/749/S,41.0,0.0,0.0,0.0,0.0,0.0,Wheals Peake,True,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3962_02,E/239/P,55.0,0.0,1203.0,0.0,0.0,446.0,Brance Guerson,False,1649.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3964_01,G/650/S,21.0,0.0,0.0,0.0,0.0,0.0,Estina Chanan,True,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3966_01,F/818/P,49.0,324.0,275.0,0.0,0.0,0.0,Lillia Kerristicey,False,599.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
3966_03,G/649/P,0.0,0.0,0.0,0.0,0.0,0.0,Adriet Kerristicey,True,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3968_01,G/650/P,17.0,0.0,0.0,0.0,0.0,0.0,Louisa Briggins,False,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3970_01,F/751/S,23.0,355.0,0.0,764.0,0.0,0.0,Cowl Blake,True,1119.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3971_01,G/651/P,44.0,39.0,821.0,0.0,7.0,41.0,Joanry Brighttt,False,908.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3974_01,F/752/S,19.0,0.0,0.0,5.0,756.0,0.0,Karia Davens,True,761.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
3974_02,G/652/S,3.0,0.0,0.0,0.0,0.0,0.0,Janee Davens,True,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3977_01,E/241/P,19.0,46.0,0.0,675.0,0.0,0.0,Tyrony Quinnedy,True,721.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
3980_01,G/653/P,22.0,0.0,0.0,0.0,0.0,0.0,Hencey Garrincent,True,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3984_01,G/654/S,27.0,0.0,0.0,0.0,0.0,0.0,Regory Wilsoney,True,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
3985_01,G/654/P,50.0,667.0,0.0,0.0,11.0,170.0,Leneva Hahnstoneal,False,848.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3986_01,F/755/S,54.0,1217.0,0.0,1.0,4.0,0.0,Poot Pine,False,1222.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3986_02,F/755/S,43.0,1448.0,0.0,150.0,0.0,0.0,Crowls Pine,False,1598.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3987_01,F/822/P,17.0,103.0,2183.0,0.0,16.0,0.0,Irmark Briggston,True,2302.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
3988_01,D/134/P,26.0,1632.0,0.0,80.0,7.0,0.0,Beal Soun,False,1719.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
3991_01,F/823/P,44.0,1258.0,3.0,0.0,1.0,0.0,Elle Joycerton,False,1262.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
3992_01,F/756/S,51.0,0.0,0.0,10.0,1098.0,0.0,Sta Barrelliver,False,1108.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3994_01,B/152/S,29.0,0.0,0.0,0.0,0.0,0.0,Challa Unretereng,True,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
3995_01,G/655/P,4.0,0.0,0.0,0.0,0.0,0.0,Ale Casonston,False,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3995_02,F/825/P,40.0,0.0,0.0,310.0,1.0,421.0,Charly Casonston,False,732.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3995_03,G/655/P,27.0,0.0,0.0,2.0,0.0,808.0,Colle Casonston,False,810.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3995_04,G/655/P,8.0,0.0,0.0,0.0,0.0,0.0,Evey Casonston,False,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3995_05,G/655/P,3.0,0.0,0.0,0.0,0.0,0.0,Ericky Casonston,False,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3995_06,G/655/P,11.0,0.0,0.0,0.0,0.0,0.0,Karah Casonston,True,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3996_01,F/826/P,24.0,16.0,0.0,1136.0,0.0,40.0,Willy Meyersones,True,1192.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3997_01,G/657/S,25.0,0.0,83.0,0.0,439.0,0.0,Aliedy Yanton,False,522.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3998_01,C/129/P,28.0,89.0,4826.0,0.0,2.0,1598.0,Batan Iniouser,True,6515.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
3999_01,G/656/P,25.0,0.0,1017.0,0.0,0.0,0.0,Genee Hayerson,False,1017.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
4000_01,G/658/S,27.0,0.0,0.0,0.0,0.0,0.0,Hanry Burraymons,True,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
4000_02,F/757/S,25.0,20.0,0.0,424.0,0.0,359.0,Vivia Burraymons,False,803.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
4000_03,G/658/S,0.0,0.0,0.0,0.0,0.0,0.0,Samie Burraymons,True,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
